id,avis,label,categorie,difficulte,clean_avis,tokens_count,text_without_stopwords,processed_avis
687,Je ne pensais pas que la livraison serait aussi rapide.,positif,livraison,négation_positive,je ne pensais pas que la livraison serait aussi rapide,10,ne pensais pas livraison serait rapide,ne pensais pas livraison serait rapide
688,"Le produit est de qualité, je le recommande.",positif,produit,simple,le produit est de qualité je le recommande,8,produit qualité recommande,produit qualiter recommande
689,Votre service m'a encore impressionné.,positif,general,simple,votre service m'a encore impressionné,5,service m'a encore impressionné,service m'a encore impressionner
690,Je suis très satisfait de cette commande.,positif,general,simple,je suis très satisfait de cette commande,7,suis satisfait commande,suis satisfaire commande
691,L'application est utile et bien organisée.,positif,application,simple,l'application est utile et bien organisée,6,l'application utile organisée,l'application utile organiser
692,Je ne pensais pas que le service serait aussi bon.,positif,general,négation_positive,je ne pensais pas que le service serait aussi bon,10,ne pensais pas service serait bon,ne pensais pas service serait bon
693,La livraison s'est déroulée sans problème.,positif,livraison,simple,la livraison s'est déroulée sans problème,6,livraison s'est déroulée problème,livraison s'est dérouler problème
694,Je suis content du produit reçu.,positif,produit,simple,je suis content du produit reçu,6,suis content produit reçu,suis content produit recevoir
695,Votre service est vraiment efficace.,positif,general,simple,votre service est vraiment efficace,5,service vraiment efficace,service vrai efficace
696,Je ne m'attendais pas à un tel service.,positif,support,négation_positive,je ne m'attendais pas à un tel service,8,ne m'attendais pas tel service,ne m'attendais pas tel service
697,La commande a été bien préparée et livrée.,positif,general,simple,la commande a été bien préparée et livrée,8,commande été préparée livrée,commande éter préparer livrer
698,Je suis satisfait de la qualité globale.,positif,general,simple,je suis satisfait de la qualité globale,7,suis satisfait qualité globale,suis satisfaire qualiter globale
699,L'application est rapide et fonctionnelle.,positif,application,simple,l'application est rapide et fonctionnelle,5,l'application rapide fonctionnelle,l'application rapide fonctionnelle
700,Je ne pensais pas que le produit serait aussi bon.,positif,produit,négation_positive,je ne pensais pas que le produit serait aussi bon,10,ne pensais pas produit serait bon,ne pensais pas produit serait bon
701,Le colis était bien scellé et en parfait état.,positif,produit,simple,le colis était bien scellé et en parfait état,9,colis scellé parfait état,colis sceller parfait état
702,Je n'arrive pas à annuler ma commande en ligne.,négatif,application,problème,je n'arrive pas à annuler ma commande en ligne,9,n'arrive pas annuler commande ligne,n'arrive pas annuler commande ligne
703,Votre conseiller m'a expliqué clairement la procédure.,positif,support,simple,votre conseiller m'a expliqué clairement la procédure,7,conseiller m'a expliqué clairement procédure,conseiller m'a expliquer claire procédure
704,Le délai de livraison affiché ne correspond pas à la réalité.,négatif,livraison,problème,le délai de livraison affiché ne correspond pas à la réalité,11,délai livraison affiché ne correspond pas réalité,délai livraison afficher ne correspond pas réaliter
705,Je suis satisfait de la réponse donnée à ma réclamation.,positif,support,simple,je suis satisfait de la réponse donnée à ma réclamation,10,suis satisfait réponse donnée réclamation,suis satisfaire réponse donner réclamation
706,La page produit ne charge pas les images.,négatif,application,problème,la page produit ne charge pas les images,8,page produit ne charge pas images,page produit ne charge pas images
707,Je ne pensais pas qu'un retour serait aussi indolore.,positif,remboursement,négation_positive,je ne pensais pas qu'un retour serait aussi indolore,9,ne pensais pas qu'un retour serait indolore,ne pensais pas qu'un retour serait indolore
708,Le service m'a écouté et a proposé une vraie solution.,positif,support,simple,le service m'a écouté et a proposé une vraie solution,10,service m'a écouté proposé vraie solution,service m'a écouter proposer vraie solution
709,Je suis en attente de mon remboursement depuis 6 semaines.,négatif,remboursement,problème,je suis en attente de mon remboursement depuis 6 semaines,9,suis attente remboursement depuis semaines,suis attente rembourse depuis semaines
710,L'article reçu est une ancienne version non mentionnée.,négatif,produit,problème,l'article reçu est une ancienne version non mentionnée,8,l'article reçu ancienne version non mentionnée,l'article recevoir ancienne version non mentionner
711,Je suis très content de la livraison express.,positif,livraison,simple,je suis très content de la livraison express,8,suis content livraison express,suis content livraison express
712,Votre service répond toujours présent.,positif,support,simple,votre service répond toujours présent,5,service répond toujours présent,service répond toujours présent
713,Je n'aurais pas cru que mon problème serait résolu aussi vite.,positif,support,négation_positive,je n'aurais pas cru que mon problème serait résolu aussi vite,11,n'aurais pas cru problème serait résolu vite,n'aurais pas cru problème serait résolu vite
714,La commande est en cours de livraison.,neutre,livraison,factuel,la commande est en cours de livraison,7,commande cours livraison,commande cours livraison
715,Je suis déçu par la qualité de l'emballage.,négatif,produit,problème,je suis déçu par la qualité de l'emballage,8,suis déçu qualité l'emballage,suis décevoir qualiter l'emballage
716,Le service client a pris note de ma demande.,neutre,support,factuel,le service client a pris note de ma demande,9,service client pris note demande,service client pris note demande
717,Je n'attendais pas une aussi bonne expérience.,positif,general,négation_positive,je n'attendais pas une aussi bonne expérience,7,n'attendais pas bonne expérience,n'attendais pas bonne expérience
718,Le produit est arrivé en bon état.,positif,produit,simple,le produit est arrivé en bon état,7,produit arrivé bon état,produit arriver bon état
719,Votre plateforme est parfois difficile à utiliser.,mitigé,application,opinion_mixte,votre plateforme est parfois difficile à utiliser,7,plateforme parfois difficile utiliser,plateforme parfois difficile utiliser
720,Je suis satisfait de la rapidité de la livraison.,positif,livraison,simple,je suis satisfait de la rapidité de la livraison,9,suis satisfait rapidité livraison,suis satisfaire rapiditer livraison
721,L'application affiche parfois des erreurs inexpliquées.,mitigé,application,opinion_mixte,l'application affiche parfois des erreurs inexpliquées,6,l'application affiche parfois erreurs inexpliquées,l'application affiche parfois erreurs inexpliquéer
722,Je ne pensais pas être aussi bien remboursé.,positif,remboursement,négation_positive,je ne pensais pas être aussi bien remboursé,8,ne pensais pas remboursé,ne pensais pas rembourser
723,La qualité du produit est irréprochable.,positif,produit,simple,la qualité du produit est irréprochable,6,qualité produit irréprochable,qualiter produit irréprochable
724,Votre service dépasse toujours mes attentes.,positif,general,simple,votre service dépasse toujours mes attentes,6,service dépasse toujours attentes,service dépasse toujours attentes
725,Je n'ai eu aucun problème lors de ma commande.,positif,general,négation_positive,je n'ai eu aucun problème lors de ma commande,9,n'ai eu aucun problème commande,n'ai eu aucun problème commande
726,La livraison est toujours ponctuelle.,positif,livraison,simple,la livraison est toujours ponctuelle,5,livraison toujours ponctuelle,livraison toujours ponctuelle
727,Je suis impressionné par la qualité de votre service.,positif,support,simple,je suis impressionné par la qualité de votre service,9,suis impressionné qualité service,suis impressionner qualiter service
728,Votre appli est vraiment bien conçue.,positif,application,simple,votre appli est vraiment bien conçue,6,appli vraiment conçue,appli vrai conçue
729,Je ne pensais pas que votre service serait aussi irréprochable.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi irréprochable,10,ne pensais pas service serait irréprochable,ne pensais pas service serait irréprochable
730,La commande est bien arrivée.,positif,livraison,simple,la commande est bien arrivée,5,commande arrivée,commande arriver
